Rodada: 1, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 2 cartas - ,  baralho tem 998 cartas.
Rodada: 389, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 355 cartas - ,  baralho tem 610 cartas.
Rodada: 390, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 356 cartas - ,  baralho tem 609 cartas.
Rodada: 391, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 357 cartas - ,  baralho tem 608 cartas.
Rodada: 392, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 358 cartas - ,  baralho tem 607 cartas.
Rodada: 393, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 359 cartas - ,  baralho tem 606 cartas.
Rodada: 394, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 360 cartas - ,  baralho tem 605 cartas.
Rodada: 395, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 361 cartas - ,  baralho tem 604 cartas.
Rodada: 396, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 362 cartas - ,  baralho tem 603 cartas.
Rodada: 397, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 363 cartas - ,  baralho tem 602 cartas.
Rodada: 398, Jogador: 0, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 364 cartas - ,  baralho tem 601 cartas.
Rodada: 399, Jogador: 0, carta da vez: 07♦, maiores montes Jogador: jogador 0 com total de 365 cartas - ,  baralho tem 600 cartas.
Rodada: 400, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 366 cartas - ,  baralho tem 599 cartas.
Rodada: 401, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 367 cartas - ,  baralho tem 598 cartas.
Rodada: 402, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 368 cartas - ,  baralho tem 597 cartas.
Rodada: 403, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 369 cartas - ,  baralho tem 596 cartas.
Rodada: 404, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 370 cartas - ,  baralho tem 595 cartas.
Rodada: 405, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 371 cartas - ,  baralho tem 594 cartas.
Rodada: 406, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 372 cartas - ,  baralho tem 593 cartas.
Rodada: 407, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 373 cartas - ,  baralho tem 592 cartas.
Rodada: 408, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 374 cartas - ,  baralho tem 591 cartas.
Rodada: 409, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 375 cartas - ,  baralho tem 590 cartas.
Rodada: 410, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 376 cartas - ,  baralho tem 589 cartas.
Rodada: 411, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 377 cartas - ,  baralho tem 588 cartas.
Rodada: 412, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 378 cartas - ,  baralho tem 587 cartas.
Rodada: 413, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 379 cartas - ,  baralho tem 586 cartas.
Rodada: 414, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 380 cartas - ,  baralho tem 585 cartas.
Rodada: 415, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 381 cartas - ,  baralho tem 584 cartas.
Rodada: 416, Jogador: 0, carta da vez: 09♦, maiores montes Jogador: jogador 0 com total de 382 cartas - ,  baralho tem 583 cartas.
Rodada: 417, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 383 cartas - ,  baralho tem 582 cartas.
Rodada: 418, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 384 cartas - ,  baralho tem 581 cartas.
Rodada: 419, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 385 cartas - ,  baralho tem 580 cartas.
Rodada: 420, Jogador: 0, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 386 cartas - ,  baralho tem 579 cartas.
Rodada: 421, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 387 cartas - ,  baralho tem 578 cartas.
Rodada: 422, Jogador: 0, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 388 cartas - ,  baralho tem 577 cartas.
Rodada: 423, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 389 cartas - ,  baralho tem 576 cartas.
Rodada: 424, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 390 cartas - ,  baralho tem 575 cartas.
Rodada: 425, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 391 cartas - ,  baralho tem 574 cartas.
Rodada: 426, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 392 cartas - ,  baralho tem 573 cartas.
Rodada: 427, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 393 cartas - ,  baralho tem 572 cartas.
Rodada: 428, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 394 cartas - ,  baralho tem 571 cartas.
Rodada: 429, Jogador: 0, carta da vez: 07♣, maiores montes Jogador: jogador 0 com total de 395 cartas - ,  baralho tem 570 cartas.
Rodada: 430, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 396 cartas - ,  baralho tem 569 cartas.
Rodada: 431, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 397 cartas - ,  baralho tem 568 cartas.
Rodada: 432, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 398 cartas - ,  baralho tem 567 cartas.
Rodada: 433, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 399 cartas - ,  baralho tem 566 cartas.
Rodada: 434, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 400 cartas - ,  baralho tem 565 cartas.
Rodada: 435, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 401 cartas - ,  baralho tem 564 cartas.
Rodada: 436, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 402 cartas - ,  baralho tem 563 cartas.
Rodada: 437, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 403 cartas - ,  baralho tem 562 cartas.
Rodada: 438, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 404 cartas - ,  baralho tem 561 cartas.
Rodada: 439, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 405 cartas - ,  baralho tem 560 cartas.
Rodada: 440, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 406 cartas - ,  baralho tem 559 cartas.
Rodada: 441, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 407 cartas - ,  baralho tem 558 cartas.
Rodada: 442, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 408 cartas - ,  baralho tem 557 cartas.
Rodada: 443, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 409 cartas - ,  baralho tem 556 cartas.
Rodada: 444, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 410 cartas - ,  baralho tem 555 cartas.
Rodada: 445, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 411 cartas - ,  baralho tem 554 cartas.
Rodada: 446, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 412 cartas - ,  baralho tem 553 cartas.
Rodada: 447, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 413 cartas - ,  baralho tem 552 cartas.
Rodada: 448, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 414 cartas - ,  baralho tem 551 cartas.
Rodada: 449, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 415 cartas - ,  baralho tem 550 cartas.
Rodada: 450, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 416 cartas - ,  baralho tem 549 cartas.
Rodada: 451, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 417 cartas - ,  baralho tem 548 cartas.
Rodada: 452, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 418 cartas - ,  baralho tem 547 cartas.
Rodada: 453, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 419 cartas - ,  baralho tem 546 cartas.
Rodada: 454, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 420 cartas - ,  baralho tem 545 cartas.
Rodada: 455, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 421 cartas - ,  baralho tem 544 cartas.
Rodada: 456, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 422 cartas - ,  baralho tem 543 cartas.
Rodada: 457, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 423 cartas - ,  baralho tem 542 cartas.
Rodada: 458, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 424 cartas - ,  baralho tem 541 cartas.
Rodada: 459, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 425 cartas - ,  baralho tem 540 cartas.
Rodada: 460, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 426 cartas - ,  baralho tem 539 cartas.
Rodada: 461, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 427 cartas - ,  baralho tem 538 cartas.
Rodada: 462, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 428 cartas - ,  baralho tem 537 cartas.
Rodada: 463, Jogador: 0, carta da vez: 13♠, maiores montes Jogador: jogador 0 com total de 429 cartas - ,  baralho tem 536 cartas.
Rodada: 464, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 430 cartas - ,  baralho tem 535 cartas.
Rodada: 465, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 431 cartas - ,  baralho tem 534 cartas.
Rodada: 466, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 432 cartas - ,  baralho tem 533 cartas.
Rodada: 467, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 433 cartas - ,  baralho tem 532 cartas.
Rodada: 468, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 434 cartas - ,  baralho tem 531 cartas.
Rodada: 469, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 435 cartas - ,  baralho tem 530 cartas.
Rodada: 470, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 436 cartas - ,  baralho tem 529 cartas.
Rodada: 471, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 437 cartas - ,  baralho tem 528 cartas.
Rodada: 472, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 438 cartas - ,  baralho tem 527 cartas.
Rodada: 473, Jogador: 0, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 439 cartas - ,  baralho tem 526 cartas.
Rodada: 474, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 440 cartas - ,  baralho tem 525 cartas.
Rodada: 475, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 441 cartas - ,  baralho tem 524 cartas.
Rodada: 476, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 442 cartas - ,  baralho tem 523 cartas.
Rodada: 477, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 443 cartas - ,  baralho tem 522 cartas.
Rodada: 478, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 444 cartas - ,  baralho tem 521 cartas.
Rodada: 479, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 445 cartas - ,  baralho tem 520 cartas.
Rodada: 480, Jogador: 0, carta da vez: 03♣, maiores montes Jogador: jogador 0 com total de 446 cartas - ,  baralho tem 519 cartas.
Rodada: 481, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 447 cartas - ,  baralho tem 518 cartas.
Rodada: 482, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 448 cartas - ,  baralho tem 517 cartas.
Rodada: 483, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 449 cartas - ,  baralho tem 516 cartas.
Rodada: 484, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 450 cartas - ,  baralho tem 515 cartas.
Rodada: 485, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 451 cartas - ,  baralho tem 514 cartas.
Rodada: 486, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 452 cartas - ,  baralho tem 513 cartas.
Rodada: 487, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 453 cartas - ,  baralho tem 512 cartas.
Rodada: 488, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 454 cartas - ,  baralho tem 511 cartas.
Rodada: 489, Jogador: 0, carta da vez: 09♣, maiores montes Jogador: jogador 0 com total de 455 cartas - ,  baralho tem 510 cartas.
Rodada: 490, Jogador: 0, carta da vez: 07♥, maiores montes Jogador: jogador 0 com total de 456 cartas - ,  baralho tem 509 cartas.
Rodada: 491, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 457 cartas - ,  baralho tem 508 cartas.
Rodada: 492, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 458 cartas - ,  baralho tem 507 cartas.
Rodada: 493, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 459 cartas - ,  baralho tem 506 cartas.
Rodada: 494, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 460 cartas - ,  baralho tem 505 cartas.
Rodada: 495, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 461 cartas - ,  baralho tem 504 cartas.
Rodada: 496, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 462 cartas - ,  baralho tem 503 cartas.
Rodada: 497, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 463 cartas - ,  baralho tem 502 cartas.
Rodada: 498, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 464 cartas - ,  baralho tem 501 cartas.
Rodada: 499, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 465 cartas - ,  baralho tem 500 cartas.
Rodada: 500, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 466 cartas - ,  baralho tem 499 cartas.
Rodada: 501, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 467 cartas - ,  baralho tem 498 cartas.
Rodada: 502, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 468 cartas - ,  baralho tem 497 cartas.
Rodada: 503, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 469 cartas - ,  baralho tem 496 cartas.
Rodada: 504, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 470 cartas - ,  baralho tem 495 cartas.
Rodada: 505, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 471 cartas - ,  baralho tem 494 cartas.
Rodada: 506, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 472 cartas - ,  baralho tem 493 cartas.
Rodada: 507, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 473 cartas - ,  baralho tem 492 cartas.
Rodada: 508, Jogador: 0, carta da vez: 12♥, maiores montes Jogador: jogador 0 com total de 474 cartas - ,  baralho tem 491 cartas.
Rodada: 509, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 475 cartas - ,  baralho tem 490 cartas.
Rodada: 510, Jogador: 0, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 476 cartas - ,  baralho tem 489 cartas.
Rodada: 511, Jogador: 0, carta da vez: 06♦, maiores montes Jogador: jogador 0 com total de 477 cartas - ,  baralho tem 488 cartas.
Rodada: 512, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 478 cartas - ,  baralho tem 487 cartas.
Rodada: 513, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 479 cartas - ,  baralho tem 486 cartas.
Rodada: 514, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 480 cartas - ,  baralho tem 485 cartas.
Rodada: 515, Jogador: 0, carta da vez: 05♦, maiores montes Jogador: jogador 0 com total de 481 cartas - ,  baralho tem 484 cartas.
Rodada: 516, Jogador: 0, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 482 cartas - ,  baralho tem 483 cartas.
Rodada: 517, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 483 cartas - ,  baralho tem 482 cartas.
Rodada: 518, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 484 cartas - ,  baralho tem 481 cartas.
Rodada: 519, Jogador: 0, carta da vez: 01♦, maiores montes Jogador: jogador 0 com total de 485 cartas - ,  baralho tem 480 cartas.
Rodada: 520, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 486 cartas - ,  baralho tem 479 cartas.
Rodada: 521, Jogador: 0, carta da vez: 03♦, maiores montes Jogador: jogador 0 com total de 487 cartas - ,  baralho tem 478 cartas.
Rodada: 522, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 488 cartas - ,  baralho tem 477 cartas.
Rodada: 523, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 489 cartas - ,  baralho tem 476 cartas.
Rodada: 524, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 490 cartas - ,  baralho tem 475 cartas.
Rodada: 525, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 491 cartas - ,  baralho tem 474 cartas.
Rodada: 526, Jogador: 0, carta da vez: 07♠, maiores montes Jogador: jogador 0 com total de 492 cartas - ,  baralho tem 473 cartas.
Rodada: 527, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 493 cartas - ,  baralho tem 472 cartas.
Rodada: 528, Jogador: 0, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 494 cartas - ,  baralho tem 471 cartas.
Rodada: 529, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 495 cartas - ,  baralho tem 470 cartas.
Rodada: 530, Jogador: 0, carta da vez: 04♥, maiores montes Jogador: jogador 0 com total de 496 cartas - ,  baralho tem 469 cartas.
Rodada: 531, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 497 cartas - ,  baralho tem 468 cartas.
Rodada: 532, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 498 cartas - ,  baralho tem 467 cartas.
Rodada: 533, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 499 cartas - ,  baralho tem 466 cartas.
Rodada: 534, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 500 cartas - ,  baralho tem 465 cartas.
Rodada: 535, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 501 cartas - ,  baralho tem 464 cartas.
Rodada: 536, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 502 cartas - ,  baralho tem 463 cartas.
Rodada: 537, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 503 cartas - ,  baralho tem 462 cartas.
Rodada: 538, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 504 cartas - ,  baralho tem 461 cartas.
Rodada: 539, Jogador: 0, carta da vez: 09♦, maiores montes Jogador: jogador 0 com total de 505 cartas - ,  baralho tem 460 cartas.
Rodada: 540, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 506 cartas - ,  baralho tem 459 cartas.
Rodada: 541, Jogador: 0, carta da vez: 05♣, maiores montes Jogador: jogador 0 com total de 507 cartas - ,  baralho tem 458 cartas.
Rodada: 542, Jogador: 0, carta da vez: 04♠, maiores montes Jogador: jogador 0 com total de 508 cartas - ,  baralho tem 457 cartas.
Rodada: 543, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 509 cartas - ,  baralho tem 456 cartas.
Rodada: 544, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 510 cartas - ,  baralho tem 455 cartas.
Rodada: 545, Jogador: 0, carta da vez: 01♣, maiores montes Jogador: jogador 0 com total de 511 cartas - ,  baralho tem 454 cartas.
Rodada: 546, Jogador: 0, carta da vez: 08♦, maiores montes Jogador: jogador 0 com total de 512 cartas - ,  baralho tem 453 cartas.
Rodada: 547, Jogador: 0, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 513 cartas - ,  baralho tem 452 cartas.
Rodada: 548, Jogador: 0, carta da vez: 11♥, maiores montes Jogador: jogador 0 com total de 514 cartas - ,  baralho tem 451 cartas.
Rodada: 549, Jogador: 0, carta da vez: 10♣, maiores montes Jogador: jogador 0 com total de 515 cartas - ,  baralho tem 450 cartas.
Rodada: 550, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 516 cartas - ,  baralho tem 449 cartas.
Rodada: 551, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 517 cartas - ,  baralho tem 448 cartas.
Rodada: 552, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 518 cartas - ,  baralho tem 447 cartas.
Rodada: 553, Jogador: 0, carta da vez: 02♥, maiores montes Jogador: jogador 0 com total de 519 cartas - ,  baralho tem 446 cartas.
Rodada: 554, Jogador: 0, carta da vez: 05♠, maiores montes Jogador: jogador 0 com total de 520 cartas - ,  baralho tem 445 cartas.
Rodada: 555, Jogador: 0, carta da vez: 02♠, maiores montes Jogador: jogador 0 com total de 521 cartas - ,  baralho tem 444 cartas.
Rodada: 556, Jogador: 0, carta da vez: 03♥, maiores montes Jogador: jogador 0 com total de 522 cartas - ,  baralho tem 443 cartas.
Rodada: 557, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 523 cartas - ,  baralho tem 442 cartas.
Rodada: 558, Jogador: 0, carta da vez: 01♠, maiores montes Jogador: jogador 0 com total de 524 cartas - ,  baralho tem 441 cartas.
Rodada: 559, Jogador: 0, carta da vez: 13♦, maiores montes Jogador: jogador 0 com total de 525 cartas - ,  baralho tem 440 cartas.
Rodada: 560, Jogador: 0, carta da vez: 09♥, maiores montes Jogador: jogador 0 com total de 526 cartas - ,  baralho tem 439 cartas.
Rodada: 561, Jogador: 0, carta da vez: 09♠, maiores montes Jogador: jogador 0 com total de 527 cartas - ,  baralho tem 438 cartas.
Rodada: 562, Jogador: 0, carta da vez: 10♠, maiores montes Jogador: jogador 0 com total de 528 cartas - ,  baralho tem 437 cartas.
Rodada: 563, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 529 cartas - ,  baralho tem 436 cartas.
Rodada: 564, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 530 cartas - ,  baralho tem 435 cartas.
Rodada: 565, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 531 cartas - ,  baralho tem 434 cartas.
Rodada: 566, Jogador: 0, carta da vez: 06♠, maiores montes Jogador: jogador 0 com total de 532 cartas - ,  baralho tem 433 cartas.
Rodada: 567, Jogador: 0, carta da vez: 12♦, maiores montes Jogador: jogador 0 com total de 533 cartas - ,  baralho tem 432 cartas.
Rodada: 568, Jogador: 0, carta da vez: 06♥, maiores montes Jogador: jogador 0 com total de 534 cartas - ,  baralho tem 431 cartas.
Rodada: 569, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 535 cartas - ,  baralho tem 430 cartas.
Rodada: 570, Jogador: 0, carta da vez: 08♥, maiores montes Jogador: jogador 0 com total de 536 cartas - ,  baralho tem 429 cartas.
Rodada: 571, Jogador: 0, carta da vez: 02♣, maiores montes Jogador: jogador 0 com total de 537 cartas - ,  baralho tem 428 cartas.
Rodada: 572, Jogador: 0, carta da vez: 13♥, maiores montes Jogador: jogador 0 com total de 538 cartas - ,  baralho tem 427 cartas.
Rodada: 573, Jogador: 0, carta da vez: 12♣, maiores montes Jogador: jogador 0 com total de 539 cartas - ,  baralho tem 426 cartas.
Rodada: 574, Jogador: 0, carta da vez: 11♠, maiores montes Jogador: jogador 0 com total de 540 cartas - ,  baralho tem 425 cartas.
Rodada: 575, Jogador: 0, carta da vez: 10♦, maiores montes Jogador: jogador 0 com total de 541 cartas - ,  baralho tem 424 cartas.
Rodada: 576, Jogador: 0, carta da vez: 04♦, maiores montes Jogador: jogador 0 com total de 542 cartas - ,  baralho tem 423 cartas.
Rodada: 577, Jogador: 0, carta da vez: 08♣, maiores montes Jogador: jogador 0 com total de 543 cartas - ,  baralho tem 422 cartas.
Rodada: 578, Jogador: 0, carta da vez: 08♠, maiores montes Jogador: jogador 0 com total de 544 cartas - ,  baralho tem 421 cartas.
Rodada: 579, Jogador: 0, carta da vez: 06♣, maiores montes Jogador: jogador 0 com total de 545 cartas - ,  baralho tem 420 cartas.
Rodada: 580, Jogador: 0, carta da vez: 05♥, maiores montes Jogador: jogador 0 com total de 546 cartas - ,  baralho tem 419 cartas.
Rodada: 581, Jogador: 0, carta da vez: 04♣, maiores montes Jogador: jogador 0 com total de 547 cartas - ,  baralho tem 418 cartas.
Rodada: 582, Jogador: 0, carta da vez: 03♠, maiores montes Jogador: jogador 0 com total de 548 cartas - ,  baralho tem 417 cartas.
Rodada: 583, Jogador: 0, carta da vez: 02♦, maiores montes Jogador: jogador 0 com total de 549 cartas - ,  baralho tem 416 cartas.
Rodada: 584, Jogador: 0, carta da vez: 01♥, maiores montes Jogador: jogador 0 com total de 550 cartas - ,  baralho tem 415 cartas.
Rodada: 585, Jogador: 0, carta da vez: 13♣, maiores montes Jogador: jogador 0 com total de 551 cartas - ,  baralho tem 414 cartas.
Rodada: 586, Jogador: 0, carta da vez: 12♠, maiores montes Jogador: jogador 0 com total de 552 cartas - ,  baralho tem 413 cartas.
Rodada: 587, Jogador: 0, carta da vez: 11♦, maiores montes Jogador: jogador 0 com total de 553 cartas - ,  baralho tem 412 cartas.
Rodada: 588, Jogador: 0, carta da vez: 10♥, maiores montes Jogador: jogador 0 com total de 554 cartas - ,  baralho tem 411 cartas.
Rodada: 589, Jogador: 0, carta da vez: 11♣, maiores montes Jogador: jogador 0 com total de 555 cartas - ,  baralho tem 410 cartas.
